League,Matchdate,Hometeam,Awayteam
E3,15/10/16 15:00,Accrington,Blackpool
E3,29/10/16 15:00,Accrington,Newport
E3,19/11/16 15:00,Accrington,Stevenage
E3,26/11/16 15:00,Accrington,Yeovil
E3,17/12/16 15:00,Accrington,Plymouth
E3,02/01/17 15:00,Accrington,Hartlepool
E3,07/01/17 15:00,Accrington,Cambridge Utd
E3,21/01/17 15:00,Accrington,Carlisle
E3,04/02/17 15:00,Accrington,Notts County
E3,18/02/17 15:00,Accrington,Colchester
E3,28/02/17 19:45,Accrington,Wycombe
E3,04/03/17 15:00,Accrington,Barnet
E3,14/03/17 19:45,Accrington,Leyton Orient
E3,25/03/17 15:00,Accrington,Grimsby
E3,08/04/17 15:00,Accrington,Crewe
E3,17/04/17 15:00,Accrington,Crawley Town
E3,29/04/17 15:00,Accrington,Luton
E2,15/10/16 15:00,AFC Wimbledon,Swindon
E2,29/10/16 15:00,AFC Wimbledon,Bradford
E2,19/11/16 15:00,AFC Wimbledon,Bury
E2,26/11/16 15:00,AFC Wimbledon,Fleetwood
E2,17/12/16 15:00,AFC Wimbledon,Port Vale
E2,02/01/17 15:00,AFC Wimbledon,Millwall
E2,14/01/17 15:00,AFC Wimbledon,Oxford Utd
E2,28/01/17 15:00,AFC Wimbledon,Rochdale
E2,11/02/17 15:00,AFC Wimbledon,Charlton
E2,14/02/17 19:45,AFC Wimbledon,Coventry
E2,25/02/17 15:00,AFC Wimbledon,Walsall
E2,11/03/17 15:00,AFC Wimbledon,Northampton
E2,14/03/17 19:45,AFC Wimbledon,Milton Keynes
E2,25/03/17 15:00,AFC Wimbledon,Southend
E2,08/04/17 15:00,AFC Wimbledon,Bristol Rovers
E2,17/04/17 15:00,AFC Wimbledon,Peterborough
E2,30/04/17 12:00,AFC Wimbledon,Oldham
E0,22/10/16 15:00,Arsenal,Middlesbrough
E0,06/11/16 12:00,Arsenal,Tottenham
E0,27/11/16 14:15,Arsenal,Bournemouth
E0,10/12/16 15:00,Arsenal,Stoke
E0,26/12/16 15:00,Arsenal,West Brom
E0,31/12/16 15:00,Arsenal,Crystal Palace
E0,21/01/17 15:00,Arsenal,Burnley
E0,31/01/17 19:45,Arsenal,Watford
E0,11/02/17 15:00,Arsenal,Hull
E0,11/03/17 15:00,Arsenal,Leicester
E0,01/04/17 15:00,Arsenal,Manchester City
E0,04/04/17 19:45,Arsenal,West Ham
E0,22/04/17 15:00,Arsenal,Sunderland
E0,06/05/17 15:00,Arsenal,Manchester Utd
E0,21/05/17 15:00,Arsenal,Everton
E1,15/10/16 17:30,Aston Villa,Wolves
E1,22/10/16 15:00,Aston Villa,Fulham
E1,05/11/16 15:00,Aston Villa,Blackburn
E1,26/11/16 15:00,Aston Villa,Cardiff
E1,10/12/16 15:00,Aston Villa,Wigan
E1,26/12/16 15:00,Aston Villa,Burton
E1,29/12/16 19:45,Aston Villa,Leeds
E1,21/01/17 15:00,Aston Villa,Preston
E1,28/01/17 15:00,Aston Villa,Bristol City
E1,11/02/17 15:00,Aston Villa,Ipswich
E1,14/02/17 19:45,Aston Villa,Barnsley
E1,25/02/17 15:00,Aston Villa,Derby
E1,11/03/17 15:00,Aston Villa,Sheffield Wed
E1,01/04/17 15:00,Aston Villa,Norwich
E1,04/04/17 19:45,Aston Villa,QPR
E1,15/04/17 15:00,Aston Villa,Reading
E1,23/04/17 12:00,Aston Villa,Birmingham
E1,07/05/17 12:00,Aston Villa,Brighton
E3,15/10/16 15:00,Barnet,Exeter
E3,29/10/16 15:00,Barnet,Hartlepool
E3,19/11/16 15:00,Barnet,Crewe
E3,26/11/16 15:00,Barnet,Notts County
E3,17/12/16 15:00,Barnet,Stevenage
E3,02/01/17 15:00,Barnet,Plymouth
E3,14/01/17 15:00,Barnet,Doncaster
E3,21/01/17 15:00,Barnet,Newport
E3,04/02/17 15:00,Barnet,Mansfield
E3,18/02/17 15:00,Barnet,Portsmouth
E3,25/02/17 15:00,Barnet,Cambridge Utd
E3,11/03/17 15:00,Barnet,Crawley Town
E3,14/03/17 20:00,Barnet,Yeovil
E3,25/03/17 15:00,Barnet,Cheltenham
E3,08/04/17 15:00,Barnet,Luton
E3,17/04/17 15:00,Barnet,Wycombe
E3,29/04/17 15:00,Barnet,Grimsby
E1,15/10/16 15:00,Barnsley,Fulham
E1,18/10/16 19:45,Barnsley,Newcastle
E1,29/10/16 15:00,Barnsley,Bristol City
E1,19/11/16 15:00,Barnsley,Wigan
E1,25/11/16 19:45,Barnsley,Nottingham
E1,10/12/16 15:00,Barnsley,Norwich
E1,26/12/16 15:00,Barnsley,Blackburn
E1,31/12/16 15:00,Barnsley,Birmingham
E1,21/01/17 15:00,Barnsley,Leeds
E1,31/01/17 19:45,Barnsley,Wolves
E1,04/02/17 15:00,Barnsley,Preston
E1,18/02/17 15:00,Barnsley,Brighton
E1,25/02/17 15:00,Barnsley,Huddersfield
E1,11/03/17 15:00,Barnsley,Ipswich
E1,01/04/17 15:00,Barnsley,Sheffield Wed
E1,04/04/17 19:45,Barnsley,Cardiff
E1,17/04/17 15:00,Barnsley,Brentford
E1,29/04/17 15:00,Barnsley,Burton
E1,18/10/16 19:45,Birmingham,Rotherham
E1,30/10/16 12:00,Birmingham,Aston Villa
E1,19/11/16 15:00,Birmingham,Bristol City
E1,03/12/16 15:00,Birmingham,Barnsley
E1,13/12/16 19:45,Birmingham,Ipswich
E1,17/12/16 17:30,Birmingham,Brighton
E1,02/01/17 15:00,Birmingham,Brentford
E1,14/01/17 15:00,Birmingham,Nottingham
E1,31/01/17 19:45,Birmingham,Reading
E1,04/02/17 15:00,Birmingham,Fulham
E1,18/02/17 15:00,Birmingham,QPR
E1,04/03/17 15:00,Birmingham,Leeds
E1,07/03/17 19:45,Birmingham,Wigan
E1,18/03/17 15:00,Birmingham,Newcastle
E1,08/04/17 15:00,Birmingham,Derby
E1,17/04/17 15:00,Birmingham,Burton
E1,29/04/17 15:00,Birmingham,Huddersfield
E1,15/10/16 15:00,Blackburn,Ipswich
E1,18/10/16 19:45,Blackburn,Nottingham
E1,29/10/16 17:30,Blackburn,Wolves
E1,19/11/16 15:00,Blackburn,Brentford
E1,03/12/16 15:00,Blackburn,Huddersfield
E1,13/12/16 19:45,Blackburn,Brighton
E1,17/12/16 15:00,Blackburn,Reading
E1,02/01/17 15:00,Blackburn,Newcastle
E1,21/01/17 15:00,Blackburn,Birmingham
E1,01/02/17 19:45,Blackburn,Leeds
E1,04/02/17 15:00,Blackburn,QPR
E1,18/02/17 15:00,Blackburn,Derby
E1,04/03/17 15:00,Blackburn,Wigan
E1,07/03/17 19:45,Blackburn,Cardiff
E1,18/03/17 13:00,Blackburn,Preston
E1,08/04/17 15:00,Blackburn,Barnsley
E1,17/04/17 15:00,Blackburn,Bristol City
E1,29/04/17 15:00,Blackburn,Aston Villa
E3,22/10/16 15:00,Blackpool,Doncaster
E3,12/11/16 15:00,Blackpool,Notts County
E3,26/11/16 15:00,Blackpool,Newport
E3,17/12/16 15:00,Blackpool,Luton
E3,02/01/17 15:00,Blackpool,Mansfield
E3,07/01/17 15:00,Blackpool,Crawley Town
E3,21/01/17 15:00,Blackpool,Yeovil
E3,04/02/17 15:00,Blackpool,Colchester
E3,18/02/17 15:00,Blackpool,Crewe
E3,28/02/17 19:45,Blackpool,Barnet
E3,04/03/17 15:00,Blackpool,Morecambe
E3,14/03/17 19:45,Blackpool,Stevenage
E3,25/03/17 15:00,Blackpool,Hartlepool
E3,08/04/17 15:00,Blackpool,Grimsby
E3,14/04/17 15:00,Blackpool,Accrington
E3,22/04/17 15:00,Blackpool,Cheltenham
E3,06/05/17 15:00,Blackpool,Leyton Orient
E2,15/10/16 15:00,Bolton,Oldham
E2,29/10/16 15:00,Bolton,Port Vale
E2,19/11/16 15:00,Bolton,Millwall
E2,22/11/16 20:00,Bolton,Coventry
E2,12/12/16 20:00,Bolton,Gillingham FC
E2,26/12/16 15:00,Bolton,Shrewsbury
E2,31/12/16 15:00,Bolton,Scunthorpe
E2,14/01/17 15:00,Bolton,Swindon
E2,28/01/17 15:00,Bolton,Charlton
E2,11/02/17 15:00,Bolton,Walsall
E2,14/02/17 20:00,Bolton,Rochdale
E2,28/02/17 20:00,Bolton,Bristol Rovers
E2,04/03/17 15:00,Bolton,AFC Wimbledon
E2,18/03/17 15:00,Bolton,Northampton
E2,01/04/17 15:00,Bolton,Chesterfield
E2,18/04/17 20:00,Bolton,Bury
E2,30/04/17 12:00,Bolton,Peterborough
E0,15/10/16 15:00,Bournemouth,Hull
E0,22/10/16 12:30,Bournemouth,Tottenham
E0,05/11/16 15:00,Bournemouth,Sunderland
E0,03/12/16 15:00,Bournemouth,Liverpool
E0,13/12/16 19:45,Bournemouth,Leicester
E0,17/12/16 15:00,Bournemouth,Southampton
E0,02/01/17 15:00,Bournemouth,Arsenal
E0,21/01/17 15:00,Bournemouth,Watford
E0,31/01/17 19:45,Bournemouth,Crystal Palace
E0,11/02/17 15:00,Bournemouth,Manchester City
E0,11/03/17 15:00,Bournemouth,West Ham
E0,18/03/17 15:00,Bournemouth,Swansea
E0,08/04/17 15:00,Bournemouth,Chelsea
E0,22/04/17 15:00,Bournemouth,Middlesbrough
E0,06/05/17 15:00,Bournemouth,Stoke
E0,13/05/17 15:00,Bournemouth,Burnley
E2,18/10/16 19:45,Bradford,Southend
E2,22/10/16 15:00,Bradford,Sheffield Utd
E2,12/11/16 15:00,Bradford,Rochdale
E2,22/11/16 19:45,Bradford,Northampton
E2,10/12/16 15:00,Bradford,Charlton
E2,26/12/16 15:00,Bradford,Scunthorpe
E2,31/12/16 15:00,Bradford,Bury
E2,07/01/17 15:00,Bradford,Chesterfield
E2,21/01/17 15:00,Bradford,Millwall
E2,04/02/17 15:00,Bradford,Gillingham FC
E2,18/02/17 15:00,Bradford,Bolton
E2,28/02/17 19:45,Bradford,Milton Keynes
E2,04/03/17 15:00,Bradford,Peterborough
E2,18/03/17 15:00,Bradford,Swindon
E2,01/04/17 15:00,Bradford,Walsall
E2,14/04/17 15:00,Bradford,Oxford Utd
E2,22/04/17 15:00,Bradford,AFC Wimbledon
E1,22/10/16 15:00,Brentford,Barnsley
E1,04/11/16 19:45,Brentford,Fulham
E1,26/11/16 15:00,Brentford,Birmingham
E1,10/12/16 15:00,Brentford,Burton
E1,26/12/16 13:00,Brentford,Cardiff
E1,31/12/16 17:30,Brentford,Norwich
E1,14/01/17 15:00,Brentford,Newcastle
E1,31/01/17 19:45,Brentford,Aston Villa
E1,04/02/17 15:00,Brentford,Brighton
E1,18/02/17 15:00,Brentford,Wolves
E1,25/02/17 15:00,Brentford,Rotherham
E1,11/03/17 15:00,Brentford,Huddersfield
E1,01/04/17 15:00,Brentford,Bristol City
E1,04/04/17 19:45,Brentford,Leeds
E1,14/04/17 15:00,Brentford,Derby
E1,22/04/17 15:00,Brentford,QPR
E1,07/05/17 12:00,Brentford,Blackburn
E1,15/10/16 15:00,Brighton,Preston
E1,18/10/16 19:45,Brighton,Wolves
E1,29/10/16 15:00,Brighton,Norwich
E1,18/11/16 19:45,Brighton,Aston Villa
E1,26/11/16 15:00,Brighton,Fulham
E1,09/12/16 19:45,Brighton,Leeds
E1,27/12/16 12:30,Brighton,QPR
E1,30/12/16 19:45,Brighton,Cardiff
E1,21/01/17 15:00,Brighton,Sheffield Wed
E1,28/01/17 15:00,Brighton,Newcastle
E1,11/02/17 15:00,Brighton,Burton
E1,14/02/17 19:45,Brighton,Ipswich
E1,25/02/17 15:00,Brighton,Reading
E1,11/03/17 15:00,Brighton,Derby
E1,01/04/17 15:00,Brighton,Blackburn
E1,04/04/17 19:45,Brighton,Birmingham
E1,17/04/17 15:00,Brighton,Wigan
E1,29/04/17 15:00,Brighton,Bristol City
E1,22/10/16 15:00,Bristol City,Blackburn
E1,05/11/16 17:30,Bristol City,Brighton
E1,03/12/16 15:00,Bristol City,Ipswich
E1,13/12/16 19:45,Bristol City,Brentford
E1,17/12/16 15:00,Bristol City,Preston
E1,02/01/17 15:00,Bristol City,Reading
E1,14/01/17 15:00,Bristol City,Cardiff
E1,31/01/17 19:45,Bristol City,Sheffield Wed
E1,04/02/17 15:00,Bristol City,Rotherham
E1,18/02/17 15:00,Bristol City,Fulham
E1,04/03/17 15:00,Bristol City,Burton
E1,07/03/17 19:45,Bristol City,Norwich
E1,18/03/17 15:00,Bristol City,Huddersfield
E1,08/04/17 15:00,Bristol City,Wolves
E1,14/04/17 15:00,Bristol City,QPR
E1,22/04/17 15:00,Bristol City,Barnsley
E1,07/05/17 12:00,Bristol City,Birmingham
E2,15/10/16 15:00,Bristol Rovers,Gillingham FC
E2,29/10/16 15:00,Bristol Rovers,Peterborough
E2,01/11/16 19:45,Bristol Rovers,Fleetwood
E2,19/11/16 15:00,Bristol Rovers,Milton Keynes
E2,22/11/16 19:45,Bristol Rovers,Charlton
E2,10/12/16 15:00,Bristol Rovers,Bury
E2,26/12/16 15:00,Bristol Rovers,Coventry
E2,31/12/16 15:00,Bristol Rovers,AFC Wimbledon
E2,07/01/17 15:00,Bristol Rovers,Northampton
E2,28/01/17 15:00,Bristol Rovers,Swindon
E2,11/02/17 15:00,Bristol Rovers,Bradford
E2,14/02/17 19:45,Bristol Rovers,Sheffield Utd
E2,25/02/17 15:00,Bristol Rovers,Scunthorpe
E2,11/03/17 15:00,Bristol Rovers,Southend
E2,18/03/17 15:00,Bristol Rovers,Chesterfield
E2,01/04/17 15:00,Bristol Rovers,Shrewsbury
E2,17/04/17 15:00,Bristol Rovers,Oldham
E2,30/04/17 12:00,Bristol Rovers,Millwall
E0,22/10/16 15:00,Burnley,Everton
E0,05/11/16 15:00,Burnley,Crystal Palace
E0,26/11/16 12:30,Burnley,Manchester City
E0,10/12/16 15:00,Burnley,Bournemouth
E0,26/12/16 15:00,Burnley,Middlesbrough
E0,31/12/16 15:00,Burnley,Sunderland
E0,14/01/17 15:00,Burnley,Southampton
E0,31/01/17 19:45,Burnley,Leicester
E0,11/02/17 15:00,Burnley,Chelsea
E0,01/04/17 15:00,Burnley,Tottenham
E0,04/04/17 19:45,Burnley,Stoke
E0,22/04/17 15:00,Burnley,Manchester Utd
E0,06/05/17 15:00,Burnley,West Brom
E0,21/05/17 15:00,Burnley,West Ham
E1,21/10/16 19:45,Burton,Birmingham
E1,05/11/16 15:00,Burton,Barnsley
E1,03/12/16 15:00,Burton,Rotherham
E1,13/12/16 19:45,Burton,Huddersfield
E1,17/12/16 15:00,Burton,Newcastle
E1,02/01/17 15:00,Burton,Preston
E1,14/01/17 15:00,Burton,Wigan
E1,31/01/17 19:45,Burton,Fulham
E1,04/02/17 15:00,Burton,Wolves
E1,18/02/17 15:00,Burton,Norwich
E1,24/02/17 19:45,Burton,Blackburn
E1,11/03/17 15:00,Burton,Nottingham
E1,18/03/17 15:00,Burton,Brentford
E1,08/04/17 15:00,Burton,Aston Villa
E1,14/04/17 15:00,Burton,Ipswich
E1,22/04/17 15:00,Burton,Leeds
E1,07/05/17 12:00,Burton,Reading
E2,18/10/16 19:45,Bury,AFC Wimbledon
E2,24/10/16 19:45,Bury,Bolton
E2,12/11/16 15:00,Bury,Southend
E2,26/11/16 15:00,Bury,Millwall
E2,17/12/16 15:00,Bury,Oxford Utd
E2,02/01/17 15:00,Bury,Sheffield Utd
E2,14/01/17 15:00,Bury,Peterborough
E2,28/01/17 15:00,Bury,Walsall
E2,11/02/17 15:00,Bury,Swindon
E2,14/02/17 19:45,Bury,Milton Keynes
E2,28/02/17 19:45,Bury,Coventry
E2,04/03/17 15:00,Bury,Gillingham FC
E2,14/03/17 19:45,Bury,Bristol Rovers
E2,25/03/17 15:00,Bury,Fleetwood
E2,08/04/17 15:00,Bury,Bradford
E2,13/04/17 19:45,Bury,Rochdale
E2,22/04/17 15:00,Bury,Northampton
E3,15/10/16 15:00,Cambridge Utd,Grimsby
E3,29/10/16 15:00,Cambridge Utd,Portsmouth
E3,19/11/16 15:00,Cambridge Utd,Wycombe
E3,26/11/16 15:00,Cambridge Utd,Cheltenham
E3,17/12/16 15:00,Cambridge Utd,Crewe
E3,02/01/17 15:00,Cambridge Utd,Notts County
E3,14/01/17 15:00,Cambridge Utd,Blackpool
E3,21/01/17 15:00,Cambridge Utd,Mansfield
E3,04/02/17 15:00,Cambridge Utd,Plymouth
E3,18/02/17 15:00,Cambridge Utd,Newport
E3,28/02/17 19:45,Cambridge Utd,Doncaster
E3,04/03/17 15:00,Cambridge Utd,Colchester
E3,14/03/17 19:45,Cambridge Utd,Hartlepool
E3,25/03/17 15:00,Cambridge Utd,Stevenage
E3,08/04/17 15:00,Cambridge Utd,Leyton Orient
E3,17/04/17 15:00,Cambridge Utd,Exeter
E3,29/04/17 15:00,Cambridge Utd,Crawley Town
E1,14/10/16 19:45,Cardiff,Bristol City
E1,19/10/16 19:45,Cardiff,Sheffield Wed
E1,29/10/16 15:00,Cardiff,Wigan
E1,19/11/16 15:00,Cardiff,Huddersfield
E1,03/12/16 15:00,Cardiff,Brighton
E1,13/12/16 19:45,Cardiff,Wolves
E1,17/12/16 15:00,Cardiff,Barnsley
E1,02/01/17 15:00,Cardiff,Aston Villa
E1,21/01/17 15:00,Cardiff,Burton
E1,31/01/17 19:45,Cardiff,Preston
E1,04/02/17 15:00,Cardiff,Norwich
E1,18/02/17 15:00,Cardiff,Rotherham
E1,25/02/17 15:00,Cardiff,Fulham
E1,11/03/17 15:00,Cardiff,Birmingham
E1,18/03/17 15:00,Cardiff,Ipswich
E1,08/04/17 15:00,Cardiff,Brentford
E1,17/04/17 15:00,Cardiff,Nottingham
E1,29/04/17 15:00,Cardiff,Newcastle
E3,15/10/16 15:00,Carlisle,Hartlepool
E3,29/10/16 15:00,Carlisle,Crawley Town
E3,19/11/16 15:00,Carlisle,Exeter
E3,26/11/16 15:00,Carlisle,Mansfield
E3,17/12/16 15:00,Carlisle,Yeovil
E3,02/01/17 15:00,Carlisle,Grimsby
E3,14/01/17 15:00,Carlisle,Morecambe
E3,28/01/17 15:00,Carlisle,Barnet
E3,11/02/17 15:00,Carlisle,Blackpool
E3,14/02/17 19:45,Carlisle,Doncaster
E3,25/02/17 15:00,Carlisle,Portsmouth
E3,11/03/17 15:00,Carlisle,Cambridge Utd
E3,14/03/17 19:45,Carlisle,Luton
E3,25/03/17 15:00,Carlisle,Crewe
E3,08/04/17 15:00,Carlisle,Notts County
E3,17/04/17 15:00,Carlisle,Stevenage
E3,29/04/17 15:00,Carlisle,Newport
E2,15/10/16 15:00,Charlton,Coventry
E2,29/10/16 15:00,Charlton,Chesterfield
E2,19/11/16 15:00,Charlton,Port Vale
E2,26/11/16 15:00,Charlton,Sheffield Utd
E2,17/12/16 15:00,Charlton,Peterborough
E2,02/01/17 15:00,Charlton,Bristol Rovers
E2,14/01/17 15:00,Charlton,Millwall
E2,21/01/17 15:00,Charlton,Scunthorpe
E2,04/02/17 15:00,Charlton,Fleetwood
E2,18/02/17 15:00,Charlton,Oxford Utd
E2,25/02/17 15:00,Charlton,Bury
E2,11/03/17 15:00,Charlton,Walsall
E2,14/03/17 19:45,Charlton,Bradford
E2,25/03/17 15:00,Charlton,Milton Keynes
E2,08/04/17 15:00,Charlton,Southend
E2,17/04/17 15:00,Charlton,Gillingham FC
E2,30/04/17 12:00,Charlton,Swindon
E0,15/10/16 12:30,Chelsea,Leicester
E0,23/10/16 16:00,Chelsea,Manchester Utd
E0,05/11/16 17:30,Chelsea,Everton
E0,26/11/16 17:30,Chelsea,Tottenham
E0,10/12/16 15:00,Chelsea,West Brom
E0,26/12/16 15:00,Chelsea,Bournemouth
E0,31/12/16 15:00,Chelsea,Stoke
E0,21/01/17 15:00,Chelsea,Hull
E0,04/02/17 15:00,Chelsea,Arsenal
E0,25/02/17 15:00,Chelsea,Swansea
E0,11/03/17 15:00,Chelsea,Watford
E0,01/04/17 15:00,Chelsea,Crystal Palace
E0,05/04/17 19:45,Chelsea,Manchester City
E0,22/04/17 15:00,Chelsea,Southampton
E0,06/05/17 15:00,Chelsea,Middlesbrough
E0,21/05/17 15:00,Chelsea,Sunderland
E3,15/10/16 15:00,Cheltenham,Crawley Town
E3,29/10/16 15:00,Cheltenham,Blackpool
E3,19/11/16 15:00,Cheltenham,Portsmouth
E3,22/11/16 19:45,Cheltenham,Colchester
E3,10/12/16 15:00,Cheltenham,Exeter
E3,26/12/16 15:00,Cheltenham,Barnet
E3,30/12/16 19:45,Cheltenham,Wycombe
E3,14/01/17 15:00,Cheltenham,Accrington
E3,21/01/17 15:00,Cheltenham,Plymouth
E3,04/02/17 15:00,Cheltenham,Newport
E3,18/02/17 15:00,Cheltenham,Yeovil
E3,28/02/17 19:45,Cheltenham,Carlisle
E3,04/03/17 15:00,Cheltenham,Mansfield
E3,18/03/17 15:00,Cheltenham,Cambridge Utd
E3,01/04/17 15:00,Cheltenham,Morecambe
E3,17/04/17 15:00,Cheltenham,Grimsby
E3,29/04/17 15:00,Cheltenham,Hartlepool
E2,18/10/16 19:45,Chesterfield,Fleetwood
E2,22/10/16 15:00,Chesterfield,Scunthorpe
E2,13/11/16 14:15,Chesterfield,Sheffield Utd
E2,26/11/16 15:00,Chesterfield,Bristol Rovers
E2,17/12/16 15:00,Chesterfield,Bolton
E2,02/01/17 15:00,Chesterfield,Milton Keynes
E2,14/01/17 15:00,Chesterfield,Coventry
E2,21/01/17 15:00,Chesterfield,AFC Wimbledon
E2,04/02/17 15:00,Chesterfield,Oldham
E2,18/02/17 15:00,Chesterfield,Bury
E2,25/02/17 15:00,Chesterfield,Oxford Utd
E2,11/03/17 15:00,Chesterfield,Shrewsbury
E2,14/03/17 19:45,Chesterfield,Peterborough
E2,25/03/17 15:00,Chesterfield,Rochdale
E2,08/04/17 15:00,Chesterfield,Port Vale
E2,14/04/17 15:00,Chesterfield,Southend
E2,22/04/17 15:00,Chesterfield,Charlton
E3,22/10/16 15:00,Colchester,Morecambe
E3,12/11/16 15:00,Colchester,Leyton Orient
E3,26/11/16 15:00,Colchester,Crewe
E3,17/12/16 15:00,Colchester,Notts County
E3,02/01/17 15:00,Colchester,Cheltenham
E3,07/01/17 15:00,Colchester,Carlisle
E3,28/01/17 15:00,Colchester,Wycombe
E3,11/02/17 15:00,Colchester,Barnet
E3,14/02/17 19:45,Colchester,Crawley Town
E3,25/02/17 15:00,Colchester,Hartlepool
E3,11/03/17 15:00,Colchester,Portsmouth
E3,14/03/17 19:45,Colchester,Mansfield
E3,25/03/17 15:00,Colchester,Luton
E3,08/04/17 15:00,Colchester,Stevenage
E3,14/04/17 15:00,Colchester,Doncaster
E3,22/04/17 15:00,Colchester,Plymouth
E3,06/05/17 15:00,Colchester,Yeovil
E2,18/10/16 19:45,Coventry,Oxford Utd
E2,22/10/16 15:00,Coventry,Rochdale
E2,12/11/16 15:00,Coventry,Scunthorpe
E2,26/11/16 15:00,Coventry,Milton Keynes
E2,15/12/16 19:45,Coventry,Sheffield Utd
E2,02/01/17 15:00,Coventry,Bolton
E2,07/01/17 15:00,Coventry,Port Vale
E2,21/01/17 15:00,Coventry,Fleetwood
E2,04/02/17 15:00,Coventry,Millwall
E2,18/02/17 15:00,Coventry,Gillingham FC
E2,25/02/17 15:00,Coventry,Swindon
E2,11/03/17 15:00,Coventry,Bradford
E2,14/03/17 19:45,Coventry,Southend
E2,25/03/17 15:00,Coventry,Bristol Rovers
E2,08/04/17 15:00,Coventry,Peterborough
E2,14/04/17 15:00,Coventry,Charlton
E2,22/04/17 15:00,Coventry,Walsall
E3,22/10/16 15:00,Crawley Town,Accrington
E3,12/11/16 15:00,Crawley Town,Cambridge Utd
E3,26/11/16 15:00,Crawley Town,Grimsby
E3,17/12/16 15:00,Crawley Town,Newport
E3,02/01/17 15:00,Crawley Town,Yeovil
E3,14/01/17 15:00,Crawley Town,Hartlepool
E3,21/01/17 15:00,Crawley Town,Portsmouth
E3,04/02/17 15:00,Crawley Town,Stevenage
E3,18/02/17 15:00,Crawley Town,Morecambe
E3,28/02/17 19:45,Crawley Town,Exeter
E3,04/03/17 15:00,Crawley Town,Doncaster
E3,14/03/17 19:45,Crawley Town,Crewe
E3,25/03/17 15:00,Crawley Town,Leyton Orient
E3,08/04/17 15:00,Crawley Town,Plymouth
E3,14/04/17 15:00,Crawley Town,Cheltenham
E3,22/04/17 15:00,Crawley Town,Carlisle
E3,06/05/17 15:00,Crawley Town,Mansfield
E3,22/10/16 15:00,Crewe,Yeovil
E3,12/11/16 15:00,Crewe,Plymouth
E3,22/11/16 19:45,Crewe,Morecambe
E3,10/12/16 15:00,Crewe,Crawley Town
E3,26/12/16 15:00,Crewe,Carlisle
E3,31/12/16 15:00,Crewe,Accrington
E3,14/01/17 15:00,Crewe,Luton
E3,28/01/17 15:00,Crewe,Cheltenham
E3,11/02/17 15:00,Crewe,Grimsby
E3,14/02/17 19:45,Crewe,Wycombe
E3,25/02/17 15:00,Crewe,Stevenage
E3,11/03/17 15:00,Crewe,Newport
E3,18/03/17 15:00,Crewe,Colchester
E3,01/04/17 15:00,Crewe,Cambridge Utd
E3,14/04/17 15:00,Crewe,Notts County
E3,22/04/17 15:00,Crewe,Leyton Orient
E3,06/05/17 15:00,Crewe,Barnet
E0,15/10/16 17:30,Crystal Palace,West Ham
E0,29/10/16 17:30,Crystal Palace,Liverpool
E0,19/11/16 15:00,Crystal Palace,Manchester City
E0,03/12/16 15:00,Crystal Palace,Southampton
E0,14/12/16 20:00,Crystal Palace,Manchester Utd
E0,17/12/16 15:00,Crystal Palace,Chelsea
E0,02/01/17 15:00,Crystal Palace,Swansea
E0,21/01/17 15:00,Crystal Palace,Everton
E0,04/02/17 15:00,Crystal Palace,Sunderland
E0,25/02/17 15:00,Crystal Palace,Middlesbrough
E0,11/03/17 15:00,Crystal Palace,Tottenham
E0,18/03/17 15:00,Crystal Palace,Watford
E0,08/04/17 15:00,Crystal Palace,Arsenal
E0,15/04/17 15:00,Crystal Palace,Leicester
E0,29/04/17 15:00,Crystal Palace,Burnley
E0,13/05/17 15:00,Crystal Palace,Hull
E1,15/10/16 15:00,Derby,Leeds
E1,18/10/16 19:45,Derby,Brentford
E1,29/10/16 15:00,Derby,Sheffield Wed
E1,19/11/16 15:00,Derby,Rotherham
E1,26/11/16 15:00,Derby,Norwich
E1,11/12/16 12:00,Derby,Nottingham
E1,27/12/16 15:00,Derby,Birmingham
E1,31/12/16 15:00,Derby,Wigan
E1,21/01/17 15:00,Derby,Reading
E1,28/01/17 15:00,Derby,Burton
E1,11/02/17 15:00,Derby,Bristol City
E1,14/02/17 19:45,Derby,Cardiff
E1,04/03/17 15:00,Derby,Barnsley
E1,07/03/17 19:45,Derby,Preston
E1,01/04/17 15:00,Derby,QPR
E1,04/04/17 19:45,Derby,Fulham
E1,17/04/17 15:00,Derby,Huddersfield
E1,29/04/17 15:00,Derby,Wolves
E3,15/10/16 15:00,Doncaster,Colchester
E3,29/10/16 15:00,Doncaster,Wycombe
E3,19/11/16 15:00,Doncaster,Hartlepool
E3,26/11/16 15:00,Doncaster,Leyton Orient
E3,17/12/16 12:30,Doncaster,Grimsby
E3,02/01/17 15:00,Doncaster,Stevenage
E3,07/01/17 15:00,Doncaster,Portsmouth
E3,21/01/17 15:00,Doncaster,Crewe
E3,04/02/17 15:00,Doncaster,Morecambe
E3,18/02/17 15:00,Doncaster,Luton
E3,25/02/17 15:00,Doncaster,Accrington
E3,11/03/17 15:00,Doncaster,Cheltenham
E3,14/03/17 19:45,Doncaster,Notts County
E3,25/03/17 15:00,Doncaster,Plymouth
E3,08/04/17 15:00,Doncaster,Mansfield
E3,17/04/17 15:00,Doncaster,Blackpool
E3,29/04/17 15:00,Doncaster,Exeter
E0,30/10/16 13:30,Everton,West Ham
E0,19/11/16 15:00,Everton,Swansea
